,Zinb_1,Zinb_2,Zinb_3,Zinb_4,Zinb_5,Zinb_6,Zinb_7,Zinb_8,Zinb_9,Zinb_10,Zinb_11,Zinb_12,Zinb_13,Zinb_14,Zinb_15,Zinb_16,Zinb_17,Zinb_18,Zinb_19,Zinb_20,Zinb_21,Zinb_22,Zinb_23,Zinb_24,Zinb_25,Zinb_26,Zinb_27,Zinb_28,Zinb_29,Zinb_30,Zinb_31,Zinb_32
mouse2_lib2.final_cell_0285,1.2849873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5354921,0.0,0.0,3.118819,3.9429097,1.1908263,1.9999465,0.0,0.0,0.05901345,7.8345566,0.0,1.3473237,0.0,2.2625897,0.0,0.0,0.0,5.147931,0.0,0.0,2.6363876,0.0
mouse2_lib2.final_cell_0286,0.0,0.0,0.0,0.0,1.6210713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3475697,0.0,1.8016492,1.7668791,0.0,3.6989048,0.8056222,3.5939214,0.0,0.0,0.0,3.6502292,0.0,0.0,0.0,1.1130002,0.0,0.0,0.0,0.0
mouse2_lib2.final_cell_0287,0.17921865,0.0,0.0,0.0,2.8611274,0.0,2.11307,0.0,0.0,4.1050377,0.0,0.0,4.2476416,0.0,0.5893451,2.3805838,0.0,0.0,0.0,0.0,3.356625,0.84694284,0.0,2.1887026,0.0,0.0,0.0,2.8900025,0.0,0.0,2.1483824,0.0
mouse2_lib2.final_cell_0288,0.6067638,0.0,0.0,0.0,2.2754805,0.0,1.8801945,0.0,0.0,3.1413062,0.0,0.0,3.8302186,0.0,0.18935546,2.2032313,0.0,0.0,0.0,0.0,3.573554,1.5077835,0.0,1.3392816,0.0,0.0,0.0,1.7173349,0.0,0.0,3.6247241,0.0
mouse2_lib2.final_cell_0289,0.0,0.0,0.0,0.0,2.09742,0.0,1.5687944,0.0,0.0,3.0781531,0.0,0.0,3.2575066,0.0,0.43850327,1.778845,0.0,0.0,0.0,0.0,2.6791704,0.6183762,0.0,1.6667112,0.0,0.0,0.0,2.3917696,0.0,0.0,1.631277,0.0
mouse2_lib2.final_cell_0290,0.0,0.0,0.0,0.0,1.7867466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5753566,0.0,1.9188253,1.8866606,0.0,3.8708441,0.6517096,3.8681078,0.0,0.0,0.0,4.1035995,0.0,0.0,0.0,1.2346841,0.0,0.0,0.0,0.0
mouse2_lib2.final_cell_0291,4.327764,0.0,0.0,0.0,5.7382483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.069039,0.0,0.0,4.962438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.244052,0.0,0.0,5.689743,0.0,0.0,1.8760884,3.3089197
mouse2_lib2.final_cell_0292,0.6361262,0.0,0.0,0.0,1.5981566,0.0,1.7195495,0.0,0.0,2.9821727,0.0,0.0,3.7607985,0.0,0.18158871,1.912534,0.0,0.0,0.0,0.28180346,2.5561593,1.8815522,0.0,0.82944995,0.0,0.0,0.0,2.887375,0.0,0.0,3.3861415,0.0
mouse2_lib2.final_cell_0293,5.2928843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3236113,9.36188,1.981073,1.1999578,0.0,0.0,3.851859,15.309353,0.0,5.821023,0.0,0.5981679,0.0,0.0,0.0,8.326668,0.0,0.0,7.8001003,0.0
mouse2_lib2.final_cell_0294,0.0,0.0,0.0,0.0,0.0,10.8401165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.509069,0.0,0.0,0.0,0.0,0.0,0.0,3.2329018
mouse2_lib2.final_cell_0295,0.0,0.0,0.0,7.056355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0361533,0.0,0.0,1.3195326,0.0,0.0,3.643105,2.1003861,0.0,2.8197658,9.420116,4.588984,0.0,0.0,0.0,0.0
mouse2_lib2.final_cell_0296,1.0026217,0.0,0.0,0.0,2.137557,0.0,1.6980616,0.0,0.0,2.8504794,0.0,0.0,4.2304974,0.0,0.5819828,2.330428,0.0,0.0,0.0,0.0,3.443603,1.6872867,0.0,1.6169016,0.0,0.0,0.0,2.124363,0.0,0.0,3.133441,0.0
mouse2_lib2.final_cell_0297,0.555738,0.0,0.0,0.0,2.3095407,0.0,1.8875406,0.0,0.0,2.9506655,0.0,0.0,3.6912544,0.0,0.05720345,2.2273052,0.0,0.0,0.0,0.0,3.536955,1.4237887,0.0,1.4418932,0.0,0.0,0.0,2.419327,0.0,0.0,2.9760106,0.0
mouse2_lib2.final_cell_0298,0.0,0.0,4.857974,0.0,0.0,9.444844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5429864,3.6878726,0.0,0.0,0.0,0.0,12.122882,0.0,6.379988,0.0,0.0,4.664979,5.096852,0.0,0.0,0.0,0.0,6.5513563,0.0
mouse2_lib2.final_cell_0299,0.0,0.0,0.22184198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81303,0.0,0.0,0.0,2.1735332,0.0,0.0,12.684906,0.0,0.0,0.0,0.0,0.0,3.8303108,8.919202
mouse2_lib2.final_cell_0300,0.0,0.0,0.0,0.0,2.391069,0.0,1.8373703,0.0,0.0,3.7662404,0.0,0.0,3.9382348,0.0,0.22851518,2.4873683,0.0,0.0,0.0,0.0,2.9907556,1.1887248,0.0,1.6292217,0.0,0.0,0.0,2.159647,0.0,0.0,2.682462,0.0
mouse2_lib2.final_cell_0301,0.0,0.0,0.0,7.69406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.182279,0.0,0.0,0.3669101,0.0,0.0,3.1708531,2.2220702,0.0,2.3124874,8.976054,4.00052,0.0,0.0,0.0,0.0
mouse2_lib2.final_cell_0302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.348827,0.0,0.0,6.1795883,0.0,11.110875,16.068989,6.2147684,0.0,0.0,0.0,0.0,0.0
mouse2_lib2.final_cell_0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.895468,0.0,0.0,0.0,0.0,0.0,5.2063785,0.0,0.0,0.0,0.0,0.0,2.3158994,0.0,0.0,0.0,0.0,0.0,0.0
mouse2_lib2.final_cell_0304,4.567965,0.0,0.0,0.0,5.3846354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.737576,0.0,0.0,4.6106763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.646435,0.0,0.0,5.644667,0.0,0.0,1.461283,3.1773016
mouse2_lib2.final_cell_0305,0.40272206,0.0,0.0,0.0,1.6628648,0.0,1.2629745,0.0,0.0,2.561586,0.0,0.0,3.5553093,0.0,0.47823238,1.9357232,0.0,0.0,0.0,0.0,2.5427566,1.1682898,0.0,1.3733145,0.0,0.0,0.0,2.140069,0.0,0.0,2.5275037,0.0
mouse2_lib2.final_cell_0306,0.10941413,0.0,0.0,0.0,2.2071614,0.0,2.067745,0.0,0.0,3.247686,0.0,0.0,3.6341941,0.0,0.17480949,2.1337066,0.0,0.0,0.0,0.0,3.614953,1.4550587,0.0,1.6431296,0.0,0.0,0.0,2.2124794,0.0,0.0,3.221845,0.0
mouse2_lib2.final_cell_0307,0.025407214,0.0,0.0,0.0,2.1608284,0.0,1.792579,0.0,0.0,2.9959874,0.0,0.0,3.2632277,0.0,0.0,2.0515149,0.0,0.0,0.0,0.0,3.2822444,0.8778932,0.0,1.3414766,0.0,0.0,0.0,1.8030707,0.0,0.0,3.0168674,0.0
mouse2_lib2.final_cell_0308,0.0,0.0,0.0,0.0,1.8182982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4894049,0.0,1.8498964,1.8677046,0.0,3.7362235,0.7187304,3.6328304,0.0,0.0,0.0,3.7358332,0.0,0.0,0.0,1.0329288,0.0,0.0,0.0,0.0
mouse2_lib2.final_cell_0309,0.0,0.0,0.0,0.0,0.0,12.822299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.046611,0.0,0.0,0.0,0.0,0.0,0.0,4.5342765
mouse2_lib2.final_cell_0310,5.4584055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0502176,9.606144,1.7570441,1.3197974,0.0,0.0,3.7309856,16.069653,0.0,5.751338,0.0,0.6128964,0.0,0.0,0.0,8.918921,0.0,0.0,8.071844,0.0
mouse2_lib2.final_cell_0311,0.50491804,0.0,0.0,0.0,1.6723379,0.0,1.4535306,0.0,0.0,2.536446,0.0,0.0,3.4195797,0.0,0.09121823,1.7406229,0.0,0.0,0.0,0.0,2.8113482,1.7842271,0.0,1.1401031,0.0,0.0,0.0,2.1349826,0.0,0.0,3.166056,0.0
mouse2_lib2.final_cell_0312,0.29931659,0.0,0.0,0.0,2.2246542,0.0,1.7611874,0.0,0.0,3.012465,0.0,0.0,3.231442,0.0,0.2062937,1.5577372,0.0,0.0,0.0,0.0,3.2611713,0.51173866,0.0,1.4511154,0.0,0.0,0.0,2.21476,0.0,0.0,2.658451,0.0
mouse2_lib2.final_cell_0313,0.2807756,0.0,0.0,0.0,2.5978181,0.0,1.409738,0.0,0.0,2.3768718,0.0,0.0,2.6740892,0.21748681,0.0,0.56587416,0.55317664,0.0,0.0,0.0,3.234661,0.38785556,0.0,1.1840532,0.0,0.0,0.0,1.94802,0.0,0.0,2.1953099,0.5268462
mouse2_lib2.final_cell_0314,4.418121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3593435,8.801812,1.2979662,1.5218967,0.0,0.0,2.3009472,14.2300415,0.0,4.8419986,0.0,0.6752311,0.0,0.0,0.0,8.393571,0.0,0.0,6.6749735,0.0
mouse2_lib2.final_cell_0315,0.0,0.0,0.0,0.0,1.8505967,0.0,0.9894472,0.0,0.0,2.6003847,0.0,0.0,2.6346998,0.0,0.13643983,1.8421493,0.0,0.0,0.0,0.0,1.9057683,0.74092245,0.0,1.3922604,0.0,0.0,0.0,1.8212057,0.0,0.0,2.0711462,0.0
mouse2_lib2.final_cell_0316,0.0,0.0,0.0,0.0,2.5147362,0.0,1.8174803,0.0,0.0,3.694539,0.0,0.0,3.5444317,0.0,0.0,2.078985,0.0,0.0,0.0,0.0,2.6589465,0.4107496,0.0,1.831255,0.0,0.0,0.0,2.4279056,0.0,0.0,2.25487,0.0
mouse2_lib2.final_cell_0318,0.31338137,0.0,0.0,0.0,2.4663045,0.0,1.8697091,0.0,0.0,3.1594636,0.0,0.0,3.608408,0.0,0.0,1.9872612,0.0,0.0,0.0,0.0,3.4628685,1.0900941,0.0,1.3354131,0.0,0.0,0.0,2.290816,0.0,0.0,3.204573,0.0
mouse2_lib2.final_cell_0319,0.35849652,0.0,0.0,0.0,2.0725007,0.0,1.9088647,0.0,0.0,2.8430753,0.0,0.0,3.6606162,0.0,0.0,2.1072118,0.0,0.0,0.0,0.0,3.5136282,1.5840286,0.0,1.3876281,0.0,0.0,0.0,1.6973063,0.0,0.0,3.5819151,0.0
mouse2_lib2.final_cell_0320,0.5491507,0.0,0.0,0.0,1.8488793,0.0,1.4232692,0.0,0.0,2.248047,0.0,0.0,2.8956087,0.18258698,0.22847646,1.6466318,0.0,0.0,0.31950647,2.1815338,2.1193361,1.6510731,0.0,0.76578444,0.0,0.0,0.0,2.9462595,0.0,0.0,3.0665622,0.0
mouse2_lib2.final_cell_0321,0.0,0.0,0.0,0.0,1.6477813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.362448,0.0,1.8847202,1.9193552,0.0,3.6319585,0.7222095,3.709195,0.0,0.0,0.0,3.9811742,0.0,0.0,0.0,1.474564,0.0,0.0,0.0,0.0
mouse2_lib2.final_cell_0322,5.410012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.430627,9.2898,2.2394564,1.2595977,0.0,0.0,3.59771,15.17943,0.0,5.5054865,0.0,0.5241618,0.0,0.0,0.0,8.24871,0.0,0.0,7.564654,0.0
mouse2_lib2.final_cell_0323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.067196,0.0,0.0,0.0,0.0,0.0,5.132674,0.0,0.0,0.0,0.0,0.0,2.8689356,0.0,0.0,0.0,0.0,0.0,0.0
mouse2_lib2.final_cell_0324,0.029456995,0.0,0.0,0.0,1.9115996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4814972,0.0,1.8412125,2.0917945,0.0,4.014365,0.8173562,3.830498,0.0,0.0,0.0,3.9311385,0.0,0.0,0.0,1.3041689,0.0,0.0,0.0,0.0
mouse2_lib2.final_cell_0325,0.0,0.0,5.0101013,0.0,0.0,9.430276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9109106,3.4632173,0.0,0.0,0.0,0.0,12.237473,0.0,7.011383,0.0,0.0,5.280397,4.9277053,0.0,0.0,0.0,0.0,6.821772,0.0
mouse2_lib2.final_cell_0326,0.5349418,0.0,0.0,0.0,2.161932,0.0,1.8692096,0.0,0.0,3.1505218,0.0,0.0,3.9877203,0.0,0.2494478,2.3146882,0.0,0.0,0.0,0.0,3.3414028,1.4898458,0.0,1.6639417,0.0,0.0,0.0,2.1615508,0.0,0.0,3.043318,0.0
mouse2_lib2.final_cell_0327,5.0337944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1152925,9.228769,1.9749404,1.0307684,0.0,0.0,3.4811888,14.851087,0.0,5.32751,0.0,0.52777964,0.0,0.0,0.0,8.286274,0.0,0.0,7.728684,0.0
mouse2_lib2.final_cell_0328,4.4998307,0.0,0.0,0.0,5.7424684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.803491,0.0,0.0,4.7764215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.935272,0.0,0.0,5.489333,0.0,0.0,1.9055502,3.2346973
mouse2_lib2.final_cell_0329,4.0698543,0.0,0.0,0.0,5.4695773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.526093,0.0,0.0,4.6904707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.201022,0.0,0.0,4.9797034,0.0,0.0,1.5215603,2.9894958
mouse2_lib2.final_cell_0330,0.0,0.0,0.0,0.0,1.6906929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3975492,0.0,1.6289729,1.9308817,0.0,3.5940428,0.7348946,3.8924654,0.0,0.0,0.0,3.9521987,0.0,0.0,0.0,1.278318,0.0,0.0,0.0,0.0
mouse2_lib2.final_cell_0332,0.0,0.0,0.0,0.0,1.799622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484929,0.0,1.8595605,2.19854,0.0,3.7853642,0.66148466,4.0007524,0.0,0.0,0.0,4.0217896,0.0,0.0,0.0,1.4308851,0.0,0.0,0.0,0.0
mouse2_lib2.final_cell_0333,0.0,0.0,0.0,0.0,1.6500124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6972203,0.0,1.651802,2.1647298,0.0,3.9768717,0.8003615,3.911999,0.0,0.0,0.0,4.2690134,0.0,0.0,0.0,1.6408782,0.0,0.0,0.0,0.0
mouse2_lib2.final_cell_0334,3.9234695,0.0,0.0,0.0,5.6513314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.311382,0.0,0.0,4.8383627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4036722,0.0,0.0,5.2771783,0.0,0.0,2.3317385,3.0152252
mouse2_lib2.final_cell_0335,0.0,0.0,0.0,0.0,1.7472309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1452304,0.0,1.9208487,1.8104528,0.0,3.8254201,0.7173853,3.6385174,0.0,0.0,0.0,4.037096,0.0,0.0,0.0,1.1751457,0.0,0.0,0.0,0.0
mouse2_lib2.final_cell_0336,4.120739,0.0,0.0,0.0,5.234556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2261305,0.0,0.0,4.6393013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2479453,0.0,0.0,5.0593677,0.0,0.0,1.3376321,3.3236642
mouse2_lib2.final_cell_0337,0.0,0.0,0.0,0.0,1.5948038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4781977,0.0,1.6814638,1.6920084,0.0,3.5017254,1.0319701,3.690799,0.0,0.0,0.0,3.7159102,0.0,0.0,0.0,1.2665964,0.0,0.0,0.0,0.0
mouse2_lib2.final_cell_0338,0.0,0.0,0.0,0.0,1.8928857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361394,0.0,1.9576819,2.134298,0.0,3.9247692,0.8997577,3.823876,0.0,0.0,0.0,3.969551,0.0,0.0,0.0,1.3642862,0.0,0.0,0.0,0.0
mouse2_lib2.final_cell_0339,5.278748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.217382,9.167201,1.7205248,0.9512188,0.0,0.0,3.4316885,14.736949,0.0,5.9193335,0.0,0.6507139,0.0,0.0,0.0,8.726324,0.0,0.0,7.841982,0.0
mouse2_lib2.final_cell_0340,0.0,0.0,0.0,7.461587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3186836,0.0,0.0,0.0,0.0,0.0,0.0,3.4146526,0.0,0.14902703,5.099453,2.0200653,0.0,0.0,4.056031,0.0
mouse2_lib2.final_cell_0341,0.0,0.0,0.0,0.0,1.7901611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4930605,0.0,1.8149635,1.8165361,0.0,3.8184288,0.72047716,3.8427231,0.0,0.0,0.0,4.2333837,0.0,0.0,0.0,1.3667227,0.0,0.0,0.0,0.0
mouse2_lib2.final_cell_0342,0.48912656,0.0,0.0,0.0,2.5223927,0.0,1.7429972,0.0,0.0,2.4614072,0.0,0.04862962,2.6835072,0.0,0.10730204,1.3224387,0.0,0.0,0.0,0.0,2.6932127,0.41399652,0.0,1.5634325,0.0,0.0,0.0,2.0284965,0.0,0.0,2.3026404,0.0
mouse2_lib2.final_cell_0343,0.0,0.0,4.865131,0.0,0.0,10.77108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.860897,3.5757651,0.0,0.0,0.0,0.0,13.3785515,0.0,7.305247,0.0,0.0,5.0591645,4.0117216,0.0,0.0,0.0,0.0,6.9547105,0.0
mouse2_lib2.final_cell_0344,0.0,0.0,0.0,0.0,1.5576671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3950793,0.0,1.6020571,1.631799,0.0,3.5259426,0.705148,3.6086588,0.0,0.0,0.0,3.7459402,0.0,0.0,0.0,1.1962568,0.0,0.0,0.0,0.0
mouse2_lib2.final_cell_0345,0.0,0.0,0.0,0.0,1.8997836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4758599,0.0,1.6684043,2.1645107,0.0,3.9655495,0.6938072,3.8834372,0.0,0.0,0.0,4.2710094,0.0,0.0,0.0,1.3429081,0.0,0.0,0.0,0.0
mouse2_lib2.final_cell_0346,0.0,0.0,0.0,0.0,1.5127066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4530926,0.0,1.6548086,1.9441786,0.0,3.535043,0.73276,3.6312463,0.0,0.0,0.0,3.4741771,0.0,0.0,0.0,1.6671555,0.0,0.0,0.0,0.0
mouse2_lib2.final_cell_0347,0.0,0.0,0.0,0.0,1.8948153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3184117,0.0,1.8163497,1.8822124,0.0,3.6609766,0.65927076,3.7030954,0.0,0.0,0.0,4.049338,0.0,0.0,0.0,1.1534379,0.0,0.0,0.0,0.0
mouse2_lib2.final_cell_0348,3.581181,0.0,0.0,0.0,6.1246495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.532318,0.0,0.0,4.91127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.963759,0.0,0.0,5.3625007,0.0,0.0,2.4655144,2.984663
mouse2_lib2.final_cell_0349,0.0,0.0,0.0,0.0,0.0,12.248157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.925822,0.0,0.0,0.0,0.0,0.0,0.30259234,3.7780886
mouse2_lib3.final_cell_0004,3.8274324,0.0,0.0,0.0,0.23360449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1289444,3.1605985,1.7608476,1.0930563,0.0,0.0,1.5666602,5.596078,0.0,2.680534,0.0,0.13078843,0.0,0.0,0.0,3.0900857,0.0,0.0,2.9020348,0.0
mouse2_lib3.final_cell_0006,1.7964592,0.0,0.0,0.0,1.7757481,0.0,1.5274608,0.0,0.0,1.8779504,0.0,0.0,3.6433148,0.0,1.1658622,1.5400859,0.0,0.0,0.0,0.0,2.807226,1.4160967,0.0,0.37216762,0.0,0.24477543,0.0,0.95762455,0.0,0.0,1.9741031,0.0
mouse2_lib3.final_cell_0007,1.3661376,0.0,0.0,0.0,1.4536622,0.0,1.0980831,0.0,0.0,1.8479376,0.0,0.0,3.3845015,0.0,0.8120594,1.8625627,0.0,0.0,0.0,0.0,2.1132414,1.504859,0.0,0.8160806,0.0,0.0,0.0,1.2460096,0.0,0.0,2.0572138,0.0
mouse2_lib3.final_cell_0008,1.4701447,0.0,0.0,0.0,1.4358432,0.0,1.158046,0.0,0.0,2.135005,0.0,0.0,3.3799193,0.0,0.88754016,1.6808968,0.0,0.0,0.0,0.0,2.4482863,1.278978,0.0,0.29819334,0.0,0.13953543,0.0,1.2790096,0.0,0.0,1.6923456,0.0
mouse2_lib3.final_cell_0009,2.091686,0.0,0.0,0.0,1.9476453,0.0,1.7455363,0.0,0.0,2.0498006,0.0,0.0,3.8741784,0.0,1.0766414,1.6619706,0.0,0.0,0.0,0.0,3.1072443,1.4650253,0.0,0.37099773,0.0,0.4515862,0.0,0.91577667,0.0,0.0,2.0055368,0.0
mouse2_lib3.final_cell_0010,1.6182584,0.0,0.0,0.0,1.6454688,0.0,1.1780686,0.0,0.0,1.8412731,0.0,0.0,3.451122,0.0,1.0112358,1.6044914,0.0,0.0,0.0,0.0,2.1487467,1.3024297,0.0,0.37648204,0.0,0.0,0.0,0.65839183,0.0,0.0,1.6870878,0.0
mouse2_lib3.final_cell_0011,1.635896,0.0,0.0,0.0,2.079969,0.0,1.6429399,0.0,0.0,1.8828197,0.0,0.0,2.9457006,0.0,0.95998585,1.1303743,0.22736578,0.0,0.0,0.0,3.0287495,0.8730579,0.0,0.27562642,0.0,0.8341986,0.08400485,0.5720196,0.3933436,0.06428864,1.5728151,0.0
mouse2_lib3.final_cell_0012,1.7095768,0.0,0.0,0.0,1.6588168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1114602,0.0,1.5959328,1.4586935,0.0,3.0509667,0.49944055,1.8318212,0.0,0.29582027,0.0,2.2491271,0.0,0.0,0.0,0.35643876,0.0,0.0,0.0,0.0
mouse2_lib3.final_cell_0013,4.309671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7231712,4.475483,2.268355,1.4497733,0.0,0.4211046,2.7152855,7.3634844,0.0,2.5318766,0.0,0.8858447,0.0,0.0,0.0,4.414507,0.0,0.0,2.4469392,0.0
mouse2_lib3.final_cell_0014,1.1110965,0.0,0.0,0.0,1.6245044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0395598,0.0,2.0489025,1.8771375,0.0,4.2296596,1.2298893,3.8180816,0.0,0.0,0.0,3.7176943,0.0,0.0,0.0,1.2079365,0.0,0.0,0.0,0.0
mouse2_lib3.final_cell_0015,1.4598624,0.0,0.0,0.0,1.8645685,0.0,1.4023833,0.0,0.0,2.0773823,0.0,0.0,3.4921477,0.0,0.7900213,1.7927388,0.0,0.0,0.0,0.0,2.56168,1.3600523,0.0,0.41437134,0.0,0.0,0.0,0.94481695,0.0,0.0,2.0366745,0.0
mouse2_lib3.final_cell_0017,1.6263895,0.0,0.0,0.0,1.3886012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0316064,0.0,1.7398505,1.6701272,0.0,3.1423683,0.26534656,1.7033193,0.0,0.36526117,0.0,2.2923326,0.0,0.0,0.0,0.69191676,0.0,0.0,0.0,0.0
mouse2_lib3.final_cell_0018,1.4460071,0.0,0.0,0.0,1.8486547,0.0,1.2436996,0.0,0.0,2.3748155,0.0,0.0,3.9448016,0.0,0.63843876,1.8940661,0.0,0.0,0.0,0.0,2.6843078,1.6624335,0.0,0.57945514,0.0,0.0,0.0,1.3163999,0.0,0.0,2.608913,0.0
mouse2_lib3.final_cell_0019,1.4110936,0.0,0.0,0.0,1.7664446,0.0,1.3473943,0.0,0.0,2.594031,0.0,0.0,3.9022114,0.0,0.7638208,2.049576,0.0,0.0,0.0,0.0,2.7826676,1.637659,0.0,0.84390116,0.0,0.0,0.0,1.5142208,0.0,0.0,2.4054925,0.0
mouse2_lib3.final_cell_0020,6.19968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.375877,9.681312,2.9321034,1.0811017,0.0,0.0,4.455315,15.461153,0.0,6.1016054,0.0,0.0,0.0,0.0,0.0,8.475081,0.0,0.0,7.4141893,0.0
mouse2_lib3.final_cell_0021,5.6125846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9236894,8.447768,2.256728,1.0329459,0.0,0.0,3.6573465,13.842594,0.0,5.4268875,0.0,0.0,0.0,0.0,0.0,7.619622,0.0,0.0,7.2374134,0.0
mouse2_lib3.final_cell_0022,1.387001,0.0,0.0,0.0,1.8817667,0.0,1.6200095,0.0,0.0,2.4439,0.0,0.0,3.7264051,0.0,0.77902573,1.7059871,0.0,0.0,0.0,0.0,3.0014157,1.2097422,0.0,0.48016626,0.0,0.0,0.0,1.1772287,0.0,0.0,2.1968813,0.0
mouse2_lib3.final_cell_0023,1.3737001,0.0,0.0,0.0,1.2345244,0.0,0.87948173,0.0,0.0,1.4189512,0.0,0.0,3.059454,0.0,0.7273619,1.3077562,0.0,0.0,0.0,0.0,1.9953245,1.2335768,0.0,0.53178215,0.0,0.0,0.0,0.90765095,0.0,0.0,2.008222,0.0
mouse2_lib3.final_cell_0024,0.9106084,0.0,0.0,0.0,1.611771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5958003,0.0,1.9335788,1.6971123,0.0,3.6117687,0.71624523,2.861233,0.0,0.18185374,0.0,3.2321923,0.0,0.0,0.0,1.0954571,0.0,0.0,0.0,0.0
mouse2_lib3.final_cell_0025,1.446882,0.0,0.0,0.0,1.9153877,0.0,1.6072183,0.0,0.0,2.1163685,0.0,0.0,3.7922504,0.0,0.43676072,1.8383446,0.0,0.0,0.0,0.0,2.9553957,1.8481855,0.0,0.60925895,0.0,0.0,0.0,1.3257043,0.0,0.0,2.4565468,0.0
mouse2_lib3.final_cell_0026,5.871618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7882357,9.313353,2.5014741,0.79229593,0.0,0.0,4.434101,14.388815,0.0,5.3996897,0.0,0.0,0.0,0.0,0.0,8.102592,0.0,0.0,7.10263,0.0
